Name,Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Assassin's Creed: Revelations,X360,2011,Action,2.25,1.47,0.04,0.43,4.19,80,7.2,M
FIFA 12,X360,2011,Sports,0.84,2.78,0.02,0.53,4.18,,,
Teenage Mutant Ninja Turtles,NES,1989,Action,3.38,0.44,0.31,0.04,4.17,,,
Street Fighter IV,PS3,2009,Fighting,2.03,1.04,0.58,0.52,4.16,94,7.3,T
Excitebike,NES,1984,Racing,2.04,0.48,1.57,0.07,4.16,,,
Frogger,PS,1997,Action,3.79,0.27,0,0.11,4.16,,,
Madden NFL 2003,PS2,2002,Sports,3.36,0.21,0.01,0.56,4.14,95,7.7,E
Half-Life,PC,1997,Shooter,4.03,0,0.09,0,4.12,96,9.1,M
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,1.65,0.61,1.76,0.09,4.12,,,
FIFA Soccer 07,PS2,2006,Sports,0.71,2.48,0.03,0.89,4.11,,,
Street Fighter II Turbo,SNES,1992,Fighting,1.42,0.51,2.1,0.07,4.1,,,
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,2.57,1.52,0,0,4.09,91,7.9,T
Battlefield 1,PS4,2016,Shooter,1.1,2.15,0.21,0.61,4.08,88,8.4,M
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,4.07,93,8.9,M
World Soccer Winning Eleven 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,4.06,,8.2,E
Fallout: New Vegas,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,4.05,84,8.1,M
Forza Motorsport 2,X360,2007,Racing,2.35,1.27,0.03,0.41,4.05,90,8.3,E
Carnival Games,Wii,2007,Misc,2.12,1.47,0.05,0.42,4.05,56,6,E
Watch Dogs,PS4,2014,Action,1.4,1.9,0.11,0.64,4.05,80,6.3,M
Namco Museum Vol.3,PS,1996,Misc,2.28,1.55,0.16,0.06,4.05,,,
Tekken Tag Tournament,PS2,2000,Fighting,1.68,1.51,0.51,0.35,4.05,85,8.5,T
Far Cry 4,PS4,2014,Shooter,1.13,2.18,0.1,0.63,4.04,85,7.7,M
Star Fox 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,4.03,,,
Golf,NES,1984,Sports,1.22,0.28,2.46,0.04,4.01,,,
Namco Museum: 50th Anniversary,PS2,2005,Misc,2.08,1.35,0,0.54,3.98,61,,E10+
Left 4 Dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,3.97,89,8.6,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,3.97,92,9.2,M
Assassin's Creed: Unity,PS4,2014,Action,1.19,2.07,0.08,0.62,3.96,70,4.9,M
Batman: Arkham Knight,PS4,2015,Action,1.53,1.69,0.1,0.64,3.95,87,7.6,M
The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.03,1.16,0.37,0.38,3.95,93,8,E10+
Fallout 3,PS3,2008,Role-Playing,2.15,1.13,0.07,0.59,3.94,90,8,M
Professor Layton and the Diabolical Box,DS,2007,Puzzle,0.9,1.76,0.92,0.37,3.94,84,8.8,E10+
Donkey Kong Land,GB,1994,Platform,1.97,0.76,1.07,0.11,3.91,,,
EA Sports Active,Wii,2009,Sports,2.09,1.35,0.06,0.4,3.9,81,8.7,E
Tony Hawk's Underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,3.9,90,8.7,T
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,0.68,0.48,2.62,0.11,3.89,86,8.7,T
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,1.16,2.12,0,0.6,3.88,94,8.1,M
NBA 2K16,PS4,2015,Sports,2.49,0.66,0.03,0.69,3.88,87,6.7,E10+
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,3.87,88,8.6,T
Dragon Warrior III,NES,1988,Role-Playing,0.1,0,3.77,0,3.87,,,
MotorStorm,PS3,2006,Racing,1.53,1.6,0.06,0.67,3.87,84,7.4,T
Nintendogs + cats,3DS,2011,Simulation,1.44,1.41,0.73,0.27,3.85,,,
World Soccer Winning Eleven 8 International,PS2,2004,Sports,0.16,1.89,1.12,0.68,3.85,91,9.1,E
Sports Champions,PS3,2010,Sports,2.13,1.12,0.1,0.5,3.84,76,7.9,E10+
Namco Museum Vol.1,PS,1995,Misc,2.12,1.44,0.22,0.06,3.84,,,
The Legend of Zelda: Link's Awakening,GB,1992,Action,2.21,0.96,0.54,0.13,3.83,,,
Call of Duty: Ghosts,PS4,2013,Shooter,1.78,1.43,0.05,0.57,3.83,78,3.7,M
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,0.86,1.56,1.05,0.35,3.83,59,4,E
Tom Clancy's The Division,PS4,2016,Shooter,1.35,1.7,0.15,0.6,3.8,80,7,M
Big Brain Academy: Wii Degree,Wii,2007,Misc,1.05,1.91,0.41,0.42,3.79,68,6.9,E
Resident Evil Director's Cut,PS,1996,Action,1.82,1.24,0.47,0.25,3.77,,,
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,2.23,0.47,0.81,0.26,3.77,,,
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,2.4,1.01,0,0.36,3.76,77,7.5,E10+
The Sims: Unleashed,PC,2002,Simulation,2.03,1.56,0,0.17,3.76,79,8,T
Ratchet & Clank: Size Matters,PSP,2007,Platform,1.4,1.39,0.1,0.86,3.74,,,
Harry Potter and the Sorcerer's Stone,PS,2001,Action,1.37,2,0.14,0.22,3.73,64,7.5,E
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,1.12,1.87,0.27,0.45,3.72,,,
Resident Evil 3: Nemesis,PS,1999,Action,1.3,0.77,1.54,0.11,3.72,,,
Super Paper Mario,Wii,2007,Platform,1.95,0.86,0.59,0.31,3.71,85,7.9,E
Spyro: Year of the Dragon,PS,2000,Platform,1.93,1.58,0,0.19,3.71,91,8.8,E
Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.68,0.13,0.57,3.71,88,8.1,M
FIFA Soccer 2005,PS2,2004,Sports,0.58,2.48,0.04,0.59,3.7,81,7.6,E
Pokémon Trading Card Game,GB,1998,Strategy,1.49,0.73,1.38,0.1,3.7,,,
Friend Collection,DS,2009,Misc,0,0,3.67,0,3.67,,,
Tony Hawk's Pro Skater 4,PS2,2002,Sports,2.13,1.18,0.01,0.35,3.67,94,8.5,T
Star Wars Battlefront (2015),XOne,2015,Shooter,2.04,1.28,0.02,0.32,3.66,,,
MySims,DS,2007,Simulation,1.58,1.59,0.08,0.41,3.66,67,7.3,E
Midnight Club 3: DUB Edition,PSP,2005,Racing,1.65,1.21,0,0.79,3.65,74,8.4,E10+
Banjo-Kazooie,N64,1998,Platform,1.87,1.13,0.55,0.1,3.65,,,
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,2.53,0.81,0.06,0.24,3.65,82,7.9,M
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,2.08,1.09,0.15,0.33,3.64,90,8.7,E
Pokemon Snap,N64,1999,Simulation,2.23,0.68,0.66,0.06,3.63,,,
Pro Evolution Soccer 2008,PS2,2007,Sports,0.05,0,0.64,2.93,3.63,82,7.9,E
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,3.62,96,8.9,M
Guitar Hero: World Tour,Wii,2008,Misc,2.32,0.96,0,0.34,3.62,86,7.6,T
FIFA Soccer 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,3.62,91,7.6,E
Star Wars: Battlefront,PS2,2004,Shooter,1.93,1.22,0.03,0.44,3.61,82,8.7,T
Doom II: Hell on Earth,PC,1994,Shooter,2.05,1.4,0,0.16,3.61,,,
The Simpsons: Road Rage,PS2,2001,Racing,2.02,1.17,0,0.42,3.61,64,7.7,T
Luigi's Mansion,GC,2001,Action,2.38,0.67,0.46,0.1,3.6,78,8.5,E
Battlefield 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,3.59,85,6.9,M
Star Wars: Battlefront II,PS2,2005,Shooter,2.18,1.02,0.03,0.37,3.59,84,9,T
Just Dance 2014,Wii,2013,Misc,1.88,1.39,0,0.31,3.59,,6.2,E10+
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,1.6,1.49,0.1,0.39,3.58,70,8,E
WWF SmackDown!,PS,2000,Fighting,2.01,1.35,0.06,0.16,3.58,,,
Croc: Legend of the Gobbos,PS,1997,Platform,1.57,1.79,0,0.2,3.56,,,
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,3.54,78,7.8,M
The Getaway,PS2,2002,Action,1.23,1.77,0.05,0.49,3.54,72,6.8,M
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,1.66,1.58,0.12,0.18,3.54,,,
James Bond 007: Agent Under Fire,PS2,2001,Shooter,1.9,1.13,0.1,0.41,3.53,72,7.9,T
LEGO Star Wars: The Video Game,PS2,2005,Action,1.98,1.14,0.01,0.41,3.53,,,
Rugrats in Paris: The Movie,PS,2000,Action,1.96,1.33,0,0.23,3.52,,,
FIFA Soccer 11,X360,2010,Sports,0.71,2.39,0.02,0.4,3.52,88,7.5,E
Spyro 2: Ripto's Rage!,PS,1999,Platform,2.14,1.21,0.01,0.17,3.52,,,
Left 4 Dead,X360,2008,Shooter,2.66,0.49,0.05,0.3,3.51,89,7.9,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,1.17,0.5,1.75,0.08,3.51,,,
Assassin's Creed: Unity,XOne,2014,Action,2.27,0.9,0,0.33,3.5,72,4.1,M
Kung Fu,NES,1985,Action,1.64,0.38,1.42,0.06,3.5,,,
Resident Evil 5,X360,2009,Action,2.11,0.93,0.12,0.34,3.5,83,7.5,M
Assassin's Creed: Brotherhood,X360,2010,Action,2.85,0.38,0.03,0.24,3.49,89,8.3,M
FIFA Soccer 2004,PS2,N/A,Sports,0.59,2.36,0.04,0.51,3.49,84,6.4,E
Battlefield 4,PS3,2013,Shooter,1.3,1.42,0.27,0.5,3.49,80,5.8,M
Batman: Arkham Asylum,X360,2009,Action,2.2,0.95,0.02,0.31,3.48,92,8.7,T
Battlefield 4,X360,2013,Shooter,2.15,1.01,0.02,0.31,3.48,79,5.6,M
Battlefield: Bad Company 2,X360,2010,Shooter,2.1,1.01,0.04,0.32,3.47,88,8.6,M
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,1.21,1.62,0.27,0.37,3.46,,,
Guitar Hero: On Tour,DS,2008,Misc,2.1,1.01,0.01,0.35,3.46,71,8.8,E10+
Clubhouse Games,DS,2006,Misc,0.59,1.79,0.73,0.34,3.45,83,8.4,E
Monster Hunter 4,3DS,2013,Role-Playing,0,0,3.44,0,3.44,,,
Borderlands,X360,2009,Shooter,2.4,0.71,0.03,0.29,3.44,84,8.2,M
Tekken 4,PS2,2002,Fighting,1.55,1.27,0.33,0.29,3.44,79,8.3,T
Final Fantasy III,SNES,1994,Role-Playing,0.86,0,2.55,0.02,3.42,,,
Grand Theft Auto 2,PS,1998,Action,1.13,2.07,0,0.22,3.42,70,8,T
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,1.09,1.36,0.49,0.48,3.41,93,8.2,M
Spider-Man 2,PS2,2004,Action,1.75,1.2,0.02,0.43,3.41,80,8.9,T
F-1 Race,GB,1990,Racing,1.73,0.69,0.59,0.4,3.41,,,
FIFA Soccer 2003,PS2,2002,Sports,0.46,2.28,0.05,0.61,3.4,88,6.7,E
LittleBigPlanet 2,PS3,2011,Platform,1.83,1.05,0.06,0.46,3.39,91,8.4,E
Crash Bash,PS,2000,Misc,1.56,1.47,0.19,0.17,3.39,68,8.2,E
Assassin's Creed Syndicate,PS4,2015,Action,0.81,1.99,0.07,0.52,3.39,76,6.8,M
LEGO Batman: The Videogame,X360,2008,Action,2.04,1.02,0,0.32,3.38,76,7.9,E10+
Destiny,XOne,2014,Shooter,2.14,0.92,0,0.31,3.37,75,5.5,T
WWF War Zone,PS,1998,Fighting,2.47,0.76,0,0.13,3.36,,,
The Legend of Zelda: Majora's Mask,N64,2000,Action,1.9,0.67,0.73,0.06,3.36,,,
Far Cry 3,PS3,2012,Shooter,0.88,1.7,0.1,0.67,3.35,90,8.5,M
Rugrats: Search For Reptar,PS,1998,Adventure,1.63,1.53,0,0.18,3.34,,,
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,0,0.99,2.32,0.02,3.33,,,
James Bond 007: Nightfire,PS2,2002,Shooter,1.45,1.29,0.12,0.46,3.33,77,8.5,T
Ratchet & Clank,PS2,2002,Platform,1.44,1.01,0.57,0.3,3.33,,,
Monster Hunter X,3DS,2015,Action,0.27,0.21,2.79,0.05,3.32,,,
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,1.47,1.39,0.03,0.43,3.32,60,7.2,T
The Legend of Zelda: Spirit Tracks,DS,2009,Action,1.4,0.91,0.74,0.26,3.31,87,7.8,E10+
Max Payne,PS2,2001,Shooter,1.99,1.05,0.05,0.22,3.31,80,8.5,M
Assassin's Creed IV: Black Flag,X360,2013,Action,1.9,1.11,0.01,0.29,3.3,86,7.9,M
The Lord of the Rings: The Return of the King,PS2,2003,Action,1.5,1.28,0.05,0.46,3.28,85,8.7,T
Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,0.09,0,3.18,0.01,3.28,,,
Gears of War: Ultimate Edition,XOne,2015,Shooter,2.61,0.33,0,0.34,3.28,82,7.5,M
True Crime: Streets of LA,PS2,2003,Action,1.89,1.05,0.02,0.31,3.27,77,8,M
Professor Layton and the Unwound Future,DS,2008,Puzzle,0.6,1.57,0.82,0.27,3.26,86,9.2,E10+
Gran Turismo (PSP),PSP,2009,Racing,0.5,1.58,0.31,0.87,3.25,,,
FIFA 16,XOne,2015,Sports,0.89,2.12,0,0.24,3.25,84,4.4,E
Wii Music,Wii,2008,Misc,1.35,1.11,0.46,0.32,3.25,63,4.6,E
Tekken,PS,1995,Fighting,0.95,1.3,0.77,0.22,3.24,,,
Madden NFL 16,PS4,2015,Sports,2.34,0.3,0,0.6,3.24,83,5.9,E
Gran Turismo 6,PS3,2013,Racing,0.72,1.67,0.4,0.44,3.23,81,7.7,E
Halo: The Master Chief Collection,XOne,2014,Shooter,1.91,1,0.03,0.29,3.23,85,7.2,M
007: Tomorrow Never Dies,PS,1999,Shooter,1.72,1.33,0,0.16,3.21,,,
Super Mario Maker,WiiU,2015,Platform,1.18,0.89,0.94,0.2,3.21,88,8.7,E
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,1.76,1.21,0.07,0.16,3.2,,,
Baseball,NES,1983,Sports,0.73,0.1,2.35,0.02,3.2,,,
Killer Instinct,SNES,1995,Fighting,2.26,0.72,0.12,0.1,3.2,,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,0,0,3.19,0,3.19,,,
God of War: Chains of Olympus,PSP,2008,Action,1.48,1,0.04,0.66,3.18,91,8.6,M
Enter the Matrix,PS2,2003,Action,1.78,1.12,0.09,0.19,3.18,62,8.1,T
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,3.18,83,8,T
Dance Central,X360,2010,Misc,2.15,0.76,0.01,0.26,3.17,82,7.6,T
L.A. Noire,PS3,2011,Adventure,1.27,1.29,0.12,0.49,3.17,89,7.7,M
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,2.06,0.56,0.38,0.17,3.17,89,9.1,E
Animal Crossing,GC,2001,Simulation,1.92,0.16,0.99,0.09,3.15,87,8.9,E
FIFA Soccer 08,PS2,2007,Sports,0.68,0,0,2.46,3.14,83,6.5,E
Club Penguin: Elite Penguin Force,DS,2008,Adventure,1.87,0.97,0,0.3,3.14,,8,E
Spider-Man,PS,2000,Action,1.7,1.25,0.02,0.16,3.13,87,9,E
Mario Party 9,Wii,2012,Misc,1.06,1.09,0.76,0.22,3.13,73,6.8,E
Need for Speed III: Hot Pursuit,PS,1998,Racing,2.14,0.86,0,0.13,3.12,88,,E
Star Wars Episode I Racer,N64,1999,Racing,2.31,0.62,0.14,0.04,3.12,,,
Sonic Rush,DS,2005,Platform,1.21,1.56,0.06,0.29,3.12,82,8.5,E
Dragon Warrior IV,NES,1990,Role-Playing,0.08,0,3.03,0.01,3.12,,,
Rhythm Heaven,DS,2008,Misc,0.55,0.5,1.93,0.13,3.11,83,9,E
Fallout: New Vegas,PS3,2010,Role-Playing,1.52,1.03,0.1,0.46,3.11,82,7.8,M
Personal Trainer: Cooking,DS,2006,Misc,0.9,1,1.03,0.17,3.11,81,7.8,E
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,1.69,0.85,0.14,0.43,3.1,93,8,M
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,1.4,1.01,0.46,0.23,3.1,91,8.9,E
Resident Evil 6,PS3,2012,Shooter,0.88,0.94,0.88,0.4,3.1,74,5.4,M
Mass Effect 2,X360,2010,Role-Playing,1.99,0.81,0.03,0.27,3.1,96,8.9,M
Dragon Ball Z: Budokai,PS2,2002,Fighting,2.17,0.28,0.55,0.08,3.09,67,7.9,T
Madden NFL 2002,PS2,2001,Sports,2.5,0.16,0.01,0.42,3.08,94,7.9,E
World Class Track Meet,NES,1986,Sports,1.92,0.45,0.64,0.07,3.08,,,
Donkey Kong,GB,1994,Platform,1.57,0.62,0.55,0.34,3.07,,,
The Sims: Vacation,PC,2002,Simulation,1.72,1.21,0,0.14,3.07,75,7.8,T
LEGO Batman: The Videogame,Wii,N/A,Action,1.8,0.97,0,0.29,3.06,74,7.9,E10+
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,0.51,1.02,1.4,0.12,3.05,66,6.9,E
The Sims 4,PC,2014,Simulation,1,1.82,0,0.23,3.05,70,3.9,T
Borderlands 2,X360,2012,Shooter,1.89,0.88,0.04,0.25,3.05,89,8.2,M
LEGO Batman: The Videogame,DS,2008,Action,1.75,1.01,0,0.29,3.05,72,8,E10+
Kung Fu Panda,X360,2008,Action,1.91,0.84,0,0.29,3.04,75,7.4,E10+
Mass Effect 3,X360,2012,Role-Playing,1.94,0.84,0.03,0.24,3.04,93,5.8,M
Heavy Rain,PS3,2010,Adventure,1.29,1.21,0.06,0.47,3.03,87,7.7,M
Rayman,PS,1995,Platform,1.54,1.33,0,0.16,3.03,,,
Saints Row 2,X360,2008,Action,1.94,0.79,0.02,0.28,3.03,81,8.1,M
Tom Clancy's Splinter Cell,XB,2002,Action,1.85,1.04,0,0.13,3.02,93,8.5,T
Mike Tyson's Punch-Out!!,NES,1987,Fighting,2.03,0.47,0.45,0.07,3.02,,,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,1.45,1.13,0.07,0.38,3.02,,,
FIFA 14,PS4,2013,Sports,0.61,1.85,0.11,0.44,3.01,87,6.3,E
Killzone 2,PS3,2009,Shooter,1.4,1.06,0.08,0.47,3.01,91,8.1,M
Far Cry 3,X360,2012,Shooter,1.38,1.32,0.02,0.28,3,91,8.6,M
Epic Mickey,Wii,2010,Platform,2.04,0.63,0.12,0.22,3,73,7,E
NBA 2K13,X360,2012,Sports,2.6,0.2,0.01,0.19,3,88,7.2,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,1.15,0,0.76,1.09,3,73,9.2,T
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,1.57,1.02,0,0.41,3,,,
Star Fox,SNES,1993,Shooter,1.61,0.51,0.8,0.07,2.99,,,
The Sims: Livin Large,PC,2000,Misc,1.67,1.18,0,0.13,2.99,82,6.6,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,0.12,1.26,1.16,0.45,2.99,93,9.1,E
Devil May Cry,PS2,2001,Action,1.36,0.86,0.64,0.13,2.99,94,8.5,M
Star Wars: The Old Republic,PC,2011,Role-Playing,1.58,1.01,0,0.38,2.96,85,5.9,T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,1.01,1.43,0.05,0.47,2.96,84,8.1,M
Sonic Heroes,PS2,2003,Platform,1.04,1.37,0.06,0.49,2.96,64,7.8,E
Hitman 2: Silent Assassin,PS2,2002,Action,1.36,1.15,0.04,0.41,2.96,85,7.8,M
Titanfall,XOne,2014,Shooter,1.84,0.8,0.04,0.27,2.95,86,6.4,M
Battlefield: Bad Company 2,PS3,2010,Shooter,1.33,1.1,0.08,0.44,2.95,88,8.5,M
Wave Race 64,N64,1996,Racing,1.98,0.58,0.34,0.04,2.94,,,
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,2.22,0.51,0.06,0.15,2.94,87,9,M
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,1.45,1.11,0.04,0.33,2.94,,,
Pac-Man Collection,GBA,2001,Puzzle,2.07,0.77,0.05,0.05,2.94,79,7.8,E
Street Fighter IV,X360,2009,Fighting,1.82,0.7,0.15,0.26,2.94,93,7.3,T
inFAMOUS,PS3,2009,Action,1.76,0.68,0.12,0.37,2.93,85,8.3,T
Kirby Super Star Ultra,DS,2008,Platform,1.55,0.04,1.19,0.15,2.92,76,8.8,E
Call of Duty: Ghosts,XOne,2013,Shooter,1.88,0.77,0,0.27,2.92,78,4.3,M
FIFA 15,X360,2014,Sports,0.79,1.92,0,0.21,2.92,,4.2,E
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,1.75,0.45,0.62,0.09,2.91,,,
Mass Effect,X360,2007,Role-Playing,1.83,0.79,0.03,0.27,2.91,91,8.7,M
Sonic Mega Collection Plus,PS2,2004,Misc,1.54,1.14,0,0.22,2.9,73,8.6,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,0.08,1.24,1.13,0.45,2.9,93,9,E
Sega Superstars Tennis,X360,2008,Sports,1.75,0.86,0,0.28,2.89,67,6.8,E10+
Hot Shots Golf 3,PS2,2001,Sports,0.99,0.32,1.38,0.2,2.89,85,8.9,E
Cooking Mama: Cook Off,Wii,2007,Simulation,1.41,1.12,0.05,0.3,2.89,61,5.3,E
Call of Duty: Finest Hour,PS2,2004,Shooter,1.51,1.12,0.01,0.24,2.89,76,7.7,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,0.86,1.04,0.73,0.26,2.89,83,7.4,E10+
Syphon Filter,PS,1999,Shooter,2.03,0.72,0.02,0.11,2.88,,,
Imagine: Babyz,DS,2007,Simulation,1.3,1.26,0,0.31,2.87,,7.7,E
Colin McRae Rally,PS,1998,Racing,0.09,2.43,0.12,0.22,2.87,,,
Madden NFL 13,X360,2012,Sports,2.53,0.15,0,0.17,2.86,81,5.8,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,2.09,0.63,0.03,0.11,2.86,87,8.7,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,1.07,1.31,0.06,0.42,2.85,83,7.8,M
Command & Conquer: Red Alert,PC,1996,Strategy,1.37,1.34,0,0.14,2.85,,,
F-Zero,SNES,1990,Racing,1.37,0.51,0.89,0.07,2.85,,,
Yoshi's Story,N64,1997,Platform,1.29,0.53,0.98,0.05,2.85,,,
Mortal Kombat,PS3,2011,Fighting,1.98,0.53,0,0.34,2.84,84,8.4,M
Madden NFL 10,X360,2009,Sports,2.52,0.09,0,0.22,2.83,85,6.1,E
WWE SmackDown! vs. Raw,PS2,2002,Fighting,1.32,1.08,0.04,0.39,2.83,,,
BioShock,X360,2007,Shooter,1.65,0.85,0.05,0.28,2.83,96,8.9,M
Metroid Prime,GC,2002,Shooter,1.96,0.67,0.1,0.09,2.82,97,9.3,T
Assassin's Creed: Brotherhood,PS3,2010,Action,1.87,0.55,0.11,0.29,2.82,90,8.2,M
Finding Nemo,GBA,2003,Action,1.59,1.05,0.04,0.14,2.82,,7,E
Zumba Fitness 2,Wii,2011,Sports,1.51,1.03,0,0.27,2.81,,,T
Myst,PC,1994,Adventure,0.02,2.79,0,0,2.81,,,
Medal of Honor,PS3,2010,Shooter,1.28,1.04,0.07,0.42,2.81,75,7.5,M
Need for Speed: Most Wanted,PS3,2012,Racing,0.71,1.46,0.06,0.58,2.81,,,
Imagine: Fashion Designer,DS,2007,Simulation,1.32,1.19,0,0.3,2.8,,7.6,E
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,1.32,1.06,0.04,0.38,2.8,,,
Hot Shots Golf,PS,1997,Sports,0.29,0.2,2.13,0.18,2.79,,,
A Bug's Life,PS,1998,Platform,1.96,0.72,0,0.11,2.79,,,
WWF SmackDown! Just Bring It,PS2,2001,Fighting,1.19,1.15,0.04,0.41,2.79,,,
inFAMOUS: Second Son,PS4,2014,Action,1.28,0.98,0.07,0.46,2.79,80,7.9,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,0,0,2.78,0.01,2.79,,,
Mortal Kombat Trilogy,PS,1996,Fighting,1.98,0.7,0,0.11,2.79,,,
Monster Hunter Tri,3DS,2011,Role-Playing,0.46,0.29,1.96,0.07,2.79,,,
NBA Street,PS2,2001,Sports,2.19,0.22,0,0.38,2.79,89,8.6,E
Jak II,PS2,2003,Platform,1.68,0.74,0,0.36,2.78,87,8.2,T
Ratchet & Clank: Going Commando,PS2,2003,Platform,1.44,0.83,0.26,0.25,2.78,,,
Need for Speed: Hot Pursuit,PS3,2010,Racing,1.05,1.23,0.03,0.47,2.78,89,7.2,E10+
Skylanders: Spyro's Adventure,Wii,2011,Action,1.35,1.13,0,0.3,2.78,81,5.6,E10+
Battlefield 3,PC,2011,Shooter,0.89,1.43,0,0.46,2.78,89,7.5,M
Mortal Kombat X,PS4,2015,Fighting,1.5,0.8,0,0.48,2.78,83,7.7,M
The Sims,PS2,2003,Simulation,1.41,1.12,0,0.24,2.77,83,7.7,T
Killzone 3,PS3,2011,Shooter,1.45,0.86,0.09,0.38,2.77,84,7.9,M
Star Wars: The Force Unleashed,X360,2008,Action,1.74,0.77,0,0.26,2.77,73,6.7,T
Minecraft,XOne,2014,Misc,1.61,0.9,0,0.25,2.76,,,
Yoshi's Island DS,DS,2006,Platform,1.45,0.07,1.1,0.15,2.76,81,7.4,E
Saints Row: The Third,X360,2011,Action,1.25,1.14,0.07,0.3,2.76,84,7.6,M
Missile Command,2600,1980,Shooter,2.56,0.17,0,0.03,2.76,,,
Mario Paint,SNES,1992,Misc,1.43,0.54,0.71,0.07,2.75,,,
Tekken 6,PS3,2009,Fighting,1.2,0.97,0.17,0.42,2.75,79,7.4,T
Pokémon Stadium 2,N64,2000,Strategy,1.02,0.36,1.13,0.23,2.73,,,
Metroid,NES,1986,Action,1.33,0.31,1.04,0.05,2.73,,,
Sonic and the Secret Rings,Wii,2007,Platform,1.21,1.19,0.04,0.29,2.73,69,6.6,E
FIFA 16,PS3,2015,Sports,0.41,1.84,0.05,0.4,2.71,,3.2,E
The Legend of Zelda: A Link to the Past,GBA,2002,Action,1.75,0.52,0.33,0.1,2.7,95,9.1,E
Onimusha: Warlords,PS2,2001,Action,0.99,0.48,1.09,0.14,2.7,86,8.2,M
Mario Party,N64,1998,Misc,1.25,0.53,0.87,0.05,2.7,,,
L.A. Noire,X360,2011,Adventure,1.52,0.92,0.02,0.24,2.7,89,7.8,M
Call of Duty 3,X360,2006,Shooter,1.49,0.92,0.02,0.27,2.7,82,6.5,T
Madden NFL 12,X360,2011,Sports,2.42,0.11,0,0.16,2.69,78,5.9,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,1.85,0.64,0.01,0.19,2.69,84,9,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,0.89,1.33,0.08,0.39,2.69,73,6.8,M
Madden NFL 11,X360,2010,Sports,2.38,0.12,0,0.18,2.69,84,5.7,E
Burnout 3: Takedown,PS2,2004,Racing,1.23,1.11,0,0.34,2.68,93,9.1,T
